temp_eau,temp_air,humidite,ph,luminosite,ir,temp_delta,heat_index,ph_deviation,clarity_score,uv_index_est,algae_risk,health_score,status,needs_maintenance
32.06,38.49,43.71,8.75,870.57,0.848,-6.42,44.26,1.352,0.152,9.36,100.0,38.85,Danger,1
19.11,41.02,49.88,7.86,777.45,0.128,-21.91,49.79,0.457,0.872,8.36,23.27,67.72,Normal,0
38.65,36.85,58.68,8.63,539.59,0.745,1.8,44.86,1.23,0.255,5.8,100.0,20.77,Danger,1
34.49,23.64,37.66,6.72,514.44,0.505,10.85,23.25,0.685,0.495,5.53,62.73,58.07,Danger,1
26.69,38.61,89.35,6.74,753.46,0.678,-11.91,54.71,0.66,0.322,8.1,61.08,54.22,Danger,1
22.15,38.86,92.44,8.17,938.97,0.984,-16.71,55.94,0.766,0.016,10.1,79.92,28.0,Danger,1
32.04,29.22,94.13,6.28,421.86,0.876,2.82,37.78,1.119,0.124,4.54,80.28,41.62,Danger,1
35.33,26.48,93.7,8.65,308.25,0.77,8.85,33.14,1.251,0.23,3.31,100.0,23.3,Danger,1
31.34,34.75,83.92,6.07,225.22,0.712,-3.41,46.06,1.327,0.288,2.42,62.3,44.67,Danger,1
28.9,16.66,52.64,8.6,31.6,0.396,12.25,15.94,1.195,0.604,0.34,51.13,62.57,Danger,1
19.12,37.49,46.74,8.6,763.23,0.886,-18.37,43.39,1.2,0.114,8.21,71.84,19.56,Danger,1
29.69,38.38,45.97,6.69,27.81,0.959,-8.69,44.59,0.708,0.041,0.3,56.0,47.95,Danger,1
31.98,37.32,64.55,7.43,459.87,0.64,-5.34,46.87,0.028,0.36,4.94,59.45,71.54,Warning,1
37.54,39.35,52.72,7.74,144.27,0.972,-1.82,47.7,0.336,0.028,1.55,82.61,33.04,Danger,1
38.28,24.96,40.99,6.64,92.07,0.12,13.32,25.23,0.765,0.88,0.99,49.63,54.17,Danger,1
39.78,17.22,38.62,8.48,593.59,0.774,22.55,15.72,1.082,0.226,6.38,100.0,17.33,Danger,1
37.41,34.15,63.94,8.14,457.68,0.346,3.25,41.43,0.738,0.654,4.92,72.36,43.74,Danger,1
21.73,38.9,46.95,6.46,252.02,0.842,-17.16,45.63,0.939,0.158,2.71,39.1,36.36,Danger,1
33.09,40.69,35.05,8.3,314.74,0.217,-7.6,45.51,0.895,0.783,3.38,55.09,63.45,Warning,1
38.02,23.85,66.97,6.87,567.03,0.622,14.16,26.37,0.53,0.378,6.1,79.12,46.32,Danger,1
31.72,19.05,75.08,8.02,698.29,0.074,12.67,20.5,0.624,0.926,7.51,49.28,75.4,Warning,1
27.0,17.6,44.45,7.32,759.99,0.237,9.4,16.55,0.077,0.763,8.17,34.82,81.83,Normal,0
30.01,37.81,60.72,7.5,633.97,0.928,-7.81,46.9,0.098,0.072,6.82,68.78,52.9,Danger,1
29.63,33.06,77.94,6.22,527.55,0.482,-3.43,41.99,1.184,0.518,5.67,51.47,54.54,Danger,1
28.86,29.05,92.54,7.35,185.04,0.217,-0.19,37.28,0.048,0.783,1.99,38.5,80.09,Normal,0
18.01,27.96,80.0,8.2,32.89,0.57,-9.95,33.88,0.8,0.43,0.35,38.52,42.77,Warning,1
38.7,20.02,70.73,6.98,656.32,0.412,18.68,21.47,0.421,0.588,7.06,75.08,46.46,Danger,1
23.07,42.17,62.51,8.27,869.27,0.999,-19.1,55.17,0.868,0.001,9.35,70.35,27.17,Danger,1
24.31,22.51,47.09,7.75,1016.37,0.99,1.8,22.74,0.347,0.01,10.93,62.4,46.68,Danger,1
32.06,40.8,90.64,6.61,540.7,0.833,-8.74,59.72,0.788,0.167,5.81,79.44,49.15,Danger,1
27.68,44.57,94.03,8.72,816.81,0.269,-16.89,69.52,1.318,0.731,8.78,74.33,53.28,Danger,1
30.04,31.82,62.86,7.91,417.71,0.749,-1.78,37.55,0.51,0.251,4.49,59.82,55.21,Warning,1
25.27,18.82,42.27,8.55,456.55,0.228,6.46,17.84,1.152,0.772,4.91,41.55,62.23,Danger,1
30.19,15.63,50.56,6.53,670.96,0.275,14.55,14.59,0.869,0.725,7.21,43.99,71.93,Danger,1
19.21,32.45,31.41,8.55,158.97,0.607,-13.24,33.49,1.146,0.393,1.71,46.34,39.72,Danger,1
27.74,17.15,82.18,8.68,11.27,0.179,10.59,18.45,1.279,0.821,0.12,46.68,67.64,Danger,1
30.09,19.5,43.18,7.98,741.49,0.599,10.59,18.72,0.58,0.401,7.97,62.69,57.59,Warning,1
28.87,24.01,61.02,7.08,229.58,0.046,4.86,26.0,0.321,0.954,2.47,21.38,93.8,Normal,0
33.65,15.55,58.55,7.93,624.44,0.777,18.1,14.96,0.532,0.223,6.71,76.75,43.73,Warning,1
33.66,18.08,60.88,7.81,251.21,0.043,15.57,18.24,0.41,0.957,2.7,36.33,78.59,Warning,0
28.01,27.42,41.48,8.47,946.98,0.201,0.59,28.4,1.073,0.799,10.18,57.27,68.22,Warning,1
18.39,42.75,91.88,6.04,780.57,0.97,-24.36,64.49,1.364,0.03,8.39,66.53,19.22,Danger,1
39.36,31.51,35.08,8.55,627.95,0.615,7.85,32.84,1.149,0.385,6.75,100.0,20.4,Danger,1
30.58,19.61,78.09,6.23,746.57,0.849,10.97,21.47,1.175,0.151,8.03,73.8,45.53,Danger,1
29.22,24.37,93.01,8.2,377.48,0.175,4.85,29.7,0.799,0.825,4.06,52.25,67.16,Warning,1
28.21,43.28,77.72,6.65,879.33,0.378,-15.07,61.66,0.754,0.622,9.46,50.52,63.75,Danger,1
23.32,33.56,90.23,6.77,708.86,0.987,-10.24,44.96,0.626,0.013,7.62,64.85,37.51,Danger,1
19.94,35.23,52.08,6.21,486.24,0.754,-15.28,40.97,1.186,0.246,5.23,40.61,36.1,Danger,1
25.37,40.37,63.8,8.53,456.66,0.953,-15.0,52.15,1.128,0.047,4.91,70.26,34.32,Danger,1
20.55,41.55,61.8,6.42,156.2,0.688,-21.0,53.82,0.975,0.312,1.68,30.86,45.13,Danger,1
24.31,19.19,58.67,7.24,533.88,0.28,5.11,19.49,0.157,0.72,5.74,23.58,77.46,Normal,0
31.52,26.21,72.34,6.33,14.09,0.248,5.3,30.31,1.074,0.752,0.15,33.95,71.12,Danger,1
26.67,39.31,54.56,7.59,607.17,0.022,-12.64,48.06,0.191,0.978,6.53,21.94,90.02,Normal,0
25.59,27.64,36.52,8.35,964.08,0.022,-2.05,28.08,0.948,0.978,10.37,40.09,75.15,Warning,1
34.8,23.54,81.19,7.9,950.53,0.981,11.26,27.3,0.497,0.019,10.22,100.0,33.34,Danger,1
27.79,31.41,39.54,7.01,1010.36,0.016,-3.62,33.39,0.391,0.984,10.86,33.74,83.14,Normal,0
36.54,24.72,61.19,8.93,485.8,0.131,11.82,26.99,1.534,0.869,5.22,81.65,43.59,Danger,1
29.09,17.72,57.54,8.79,513.97,0.971,11.37,17.56,1.39,0.029,5.53,89.92,32.42,Danger,1
29.1,40.79,59.14,6.84,875.15,0.39,-11.69,51.73,0.562,0.61,9.41,49.72,68.5,Warning,1
39.48,20.59,49.59,6.09,400.85,0.2,18.89,20.55,1.307,0.8,4.31,63.08,37.94,Danger,1
21.99,35.24,47.13,7.07,356.88,0.717,-13.26,40.07,0.334,0.283,3.84,36.35,51.9,Warning,1
25.95,40.58,67.18,6.64,920.79,0.343,-14.63,53.37,0.759,0.657,9.9,39.35,68.67,Danger,1
28.88,18.72,45.5,8.24,133.76,0.807,10.16,17.95,0.841,0.193,1.44,60.83,49.53,Danger,1
31.34,36.31,76.38,8.98,349.39,0.163,-4.97,47.48,1.578,0.837,3.76,68.71,58.83,Danger,1
29.73,20.34,69.85,6.04,949.0,0.265,9.39,21.83,1.358,0.735,10.2,48.19,61.03,Danger,1
20.38,22.21,47.8,6.1,285.78,0.193,-1.83,22.42,1.302,0.807,3.07,13.86,56.58,Danger,1
26.47,25.17,51.32,6.27,25.78,0.202,1.3,26.57,1.131,0.798,0.28,16.06,71.19,Danger,1
39.8,42.86,62.77,7.6,321.82,0.774,-3.06,56.54,0.195,0.226,3.46,85.27,33.99,Danger,1
36.57,41.87,58.23,8.3,824.95,0.308,-5.29,53.44,0.901,0.692,8.87,80.32,45.04,Danger,1
20.08,44.83,80.06,6.28,671.32,0.034,-24.75,65.81,1.12,0.966,7.22,20.83,61.32,Danger,1
35.58,33.07,85.7,6.29,282.27,0.414,2.51,43.3,1.106,0.586,3.04,65.23,48.67,Danger,1
27.86,22.96,55.53,7.28,899.64,0.27,4.9,24.08,0.125,0.73,9.67,41.74,82.04,Normal,0
27.37,24.83,62.66,7.25,263.29,0.503,2.54,27.3,0.147,0.497,2.83,35.88,74.86,Warning,1
25.74,31.97,56.87,8.47,262.63,0.97,-6.23,36.85,1.072,0.03,2.82,66.46,35.89,Danger,1
39.29,40.14,39.24,7.58,173.89,0.818,-0.86,45.73,0.179,0.182,1.87,82.33,38.21,Danger,1
23.8,42.89,37.49,7.69,737.62,0.059,-19.09,49.47,0.292,0.941,7.93,18.22,78.98,Normal,0
35.95,17.03,63.3,6.78,678.17,0.119,18.92,17.07,0.624,0.881,7.29,55.18,60.96,Danger,1
37.68,20.58,51.01,7.76,734.58,0.443,17.1,20.65,0.363,0.557,7.9,74.56,47.75,Danger,1
20.29,44.99,59.6,8.62,493.47,0.922,-24.7,59.75,1.218,0.078,5.31,67.95,28.8,Danger,1
20.51,42.89,91.59,6.94,363.33,0.452,-22.38,64.74,0.456,0.548,3.91,36.71,56.37,Warning,1
22.18,41.95,46.46,8.12,68.7,0.039,-19.77,50.44,0.716,0.961,0.74,10.92,73.16,Warning,1
25.46,34.66,36.11,8.85,765.73,0.876,-9.21,37.22,1.45,0.124,8.23,82.13,30.09,Danger,1
25.04,26.05,64.92,6.89,62.03,0.369,-1.01,29.25,0.509,0.631,0.67,19.22,71.65,Warning,1
26.49,20.91,47.02,7.88,397.08,0.345,5.58,20.74,0.481,0.655,4.27,31.85,71.42,Normal,0
34.98,26.37,68.19,8.9,533.99,0.91,8.61,30.07,1.499,0.09,5.74,100.0,22.6,Danger,1
19.29,27.87,75.39,8.96,468.92,0.093,-8.58,33.18,1.56,0.907,5.04,45.49,44.7,Danger,1
20.78,37.55,63.0,8.17,889.36,0.629,-16.76,46.93,0.77,0.371,9.56,53.54,42.13,Warning,1
34.6,40.27,86.49,6.11,568.98,0.216,-5.67,57.55,1.291,0.784,6.12,60.93,60.72,Danger,1
32.26,27.61,42.23,7.02,719.96,0.204,4.66,28.74,0.383,0.796,7.74,48.45,74.51,Warning,0
37.54,37.93,42.99,6.88,994.43,0.708,-0.39,43.25,0.523,0.292,10.69,90.32,32.05,Danger,1
24.77,23.97,32.57,8.19,44.17,0.005,0.79,23.17,0.785,0.995,0.47,13.08,82.49,Warning,1
38.88,37.7,60.66,7.46,446.17,0.325,1.18,46.69,0.058,0.675,4.8,67.21,56.32,Danger,1
27.49,32.95,88.38,8.99,80.55,0.385,-5.46,43.52,1.585,0.615,0.87,66.39,49.79,Danger,1
25.75,23.62,41.34,8.29,507.7,0.919,2.12,23.59,0.892,0.081,5.46,65.23,42.73,Danger,1
19.47,27.1,35.22,6.79,1008.71,0.209,-7.62,27.25,0.612,0.791,10.85,30.05,67.15,Danger,1
30.62,29.94,67.73,7.13,845.78,0.139,0.68,35.36,0.27,0.861,9.09,43.59,84.45,Normal,0
33.17,41.05,54.02,7.7,70.73,0.17,-7.87,50.89,0.303,0.83,0.76,35.86,83.07,Warning,0
34.01,23.64,77.04,6.2,882.39,0.836,10.37,27.05,1.201,0.164,9.49,85.96,32.17,Danger,1
18.52,16.69,85.49,6.7,560.88,0.426,1.83,18.04,0.696,0.574,6.03,36.85,48.97,Danger,1
28.76,30.02,94.29,6.45,849.81,0.052,-1.26,39.19,0.95,0.948,9.14,46.76,78.96,Danger,1
37.5,34.96,74.54,6.79,428.2,0.367,2.54,44.7,0.61,0.633,4.6,66.64,49.21,Danger,1
28.17,24.81,49.86,6.75,373.44,0.15,3.36,25.94,0.647,0.85,4.02,26.54,73.82,Danger,1
31.25,19.01,75.1,8.54,243.0,0.151,12.23,20.45,1.143,0.849,2.61,54.12,67.41,Danger,1
19.04,37.87,94.17,6.13,765.28,0.072,-18.83,54.23,1.265,0.928,8.23,31.42,59.1,Danger,1
34.63,25.78,30.71,7.79,1014.04,0.258,8.86,25.13,0.386,0.742,10.9,64.01,63.71,Warning,1
20.73,31.66,68.77,8.38,770.39,0.893,-10.93,38.2,0.977,0.107,8.28,66.69,27.13,Danger,1
23.44,31.68,49.33,6.99,953.38,0.682,-8.24,35.25,0.411,0.318,10.25,47.78,51.71,Warning,1
27.17,31.12,61.66,6.32,242.15,0.528,-3.95,36.3,1.078,0.472,2.6,35.83,56.53,Danger,1
38.49,18.72,42.87,8.3,99.16,0.9,19.78,17.76,0.896,0.1,1.07,94.02,13.95,Danger,1
19.51,35.76,71.06,8.27,847.25,0.718,-16.25,45.45,0.872,0.282,9.11,59.28,31.93,Warning,1
25.09,35.92,92.2,7.76,679.62,0.437,-10.82,49.85,0.363,0.563,7.31,46.48,66.2,Warning,0
39.95,19.81,43.16,7.62,492.45,0.572,20.14,19.09,0.218,0.428,5.3,81.3,38.15,Danger,1
26.89,32.49,68.04,7.97,736.78,0.642,-5.6,39.42,0.572,0.358,7.92,54.49,56.97,Warning,1
31.74,31.13,69.4,6.3,279.44,0.527,0.62,37.45,1.096,0.473,3.0,50.34,50.55,Danger,1
32.94,17.71,68.5,6.67,750.9,0.827,15.23,18.28,0.735,0.173,8.07,76.06,50.2,Danger,1
31.01,25.16,59.01,8.59,739.96,0.52,5.85,27.37,1.192,0.48,7.96,77.54,55.66,Danger,1
19.11,19.29,42.55,7.12,965.86,0.505,-0.18,18.42,0.28,0.495,10.39,40.98,60.14,Warning,1
20.33,25.15,83.02,7.15,790.27,0.803,-4.82,29.88,0.25,0.197,8.5,55.61,42.75,Danger,1
26.85,16.53,90.01,8.65,534.15,0.552,10.32,18.1,1.251,0.448,5.74,73.4,49.9,Danger,1
36.03,29.96,32.2,8.05,972.36,0.829,6.07,30.44,0.649,0.171,10.46,96.39,32.42,Danger,1
19.17,43.21,90.91,7.6,657.09,0.463,-24.04,65.3,0.197,0.537,7.07,43.09,55.08,Warning,0
20.63,17.9,45.13,8.51,149.19,0.227,2.73,16.95,1.11,0.773,1.6,30.02,53.69,Danger,1
22.73,19.9,66.62,7.1,640.56,0.912,2.84,20.99,0.296,0.088,6.89,50.26,46.31,Danger,1
38.1,42.07,83.89,7.89,634.41,0.639,-3.98,60.77,0.494,0.361,6.82,90.79,39.26,Danger,1
18.36,43.74,68.06,8.34,385.96,0.012,-25.38,59.83,0.944,0.988,4.15,22.41,61.36,Warning,1
29.16,28.11,52.08,6.75,539.68,0.375,1.05,30.63,0.651,0.625,5.8,42.09,73.01,Danger,1
21.8,24.59,49.11,7.63,510.76,0.644,-2.79,25.58,0.23,0.356,5.49,36.73,50.92,Warning,1
24.27,35.78,31.63,6.79,474.39,0.031,-11.51,37.89,0.613,0.969,5.1,12.27,83.63,Danger,1
32.92,37.4,63.58,7.81,405.17,0.041,-4.48,46.81,0.412,0.959,4.36,37.43,87.45,Warning,0
32.41,44.87,31.03,7.67,768.28,0.827,-12.46,50.57,0.273,0.173,8.26,74.82,56.58,Danger,1
31.64,35.9,85.83,6.37,947.48,0.026,-4.26,48.58,1.033,0.974,10.19,52.25,67.87,Danger,1
19.69,20.84,30.25,7.34,342.05,0.166,-1.15,19.29,0.064,0.834,3.68,14.0,78.08,Normal,0
26.85,38.03,88.05,7.96,127.27,0.295,-11.18,53.23,0.558,0.705,1.37,36.08,70.67,Warning,0
19.95,27.21,91.26,8.85,420.66,0.667,-7.25,34.04,1.452,0.333,4.52,72.67,29.93,Danger,1
34.58,15.95,39.37,7.84,237.9,0.666,18.63,14.3,0.443,0.334,2.56,64.55,47.7,Warning,1
37.51,39.58,62.03,8.32,277.37,0.494,-2.07,50.28,0.919,0.506,2.98,79.22,41.55,Danger,1
36.94,39.69,88.64,8.63,981.67,0.228,-2.75,56.83,1.232,0.772,10.56,99.19,43.41,Danger,1
30.57,27.67,66.42,7.03,295.19,0.241,2.89,31.78,0.372,0.759,3.17,35.7,81.96,Normal,0
28.92,41.63,70.96,7.56,438.45,0.464,-12.71,56.39,0.163,0.536,4.71,43.26,78.77,Warning,0
36.1,20.95,76.58,8.28,588.09,0.863,15.15,23.2,0.88,0.137,6.32,98.77,31.83,Danger,1
37.4,36.88,81.92,7.99,865.81,0.993,0.51,49.67,0.594,0.007,9.31,100.0,26.52,Danger,1
35.91,37.34,59.44,8.78,403.5,0.565,-1.43,45.82,1.381,0.435,4.34,91.54,35.41,Danger,1
22.97,40.22,55.78,7.18,251.64,0.492,-17.25,49.9,0.218,0.508,2.71,25.08,63.93,Warning,0
37.69,17.1,67.36,7.4,628.41,0.447,20.59,17.43,0.002,0.553,6.76,72.49,53.8,Danger,1
28.38,32.46,62.56,7.42,836.65,0.746,-4.08,38.5,0.016,0.254,9.0,60.96,63.14,Warning,1
35.61,40.61,39.98,7.75,291.87,0.739,-5.0,46.62,0.348,0.261,3.14,70.68,52.03,Danger,1
32.77,22.65,63.22,8.85,390.08,0.876,10.12,24.38,1.446,0.124,4.19,95.88,33.97,Danger,1
37.25,19.98,83.28,6.1,402.35,0.871,17.27,22.38,1.304,0.129,4.33,89.86,18.86,Danger,1
29.72,26.64,82.8,8.13,479.18,0.892,3.08,32.14,0.729,0.108,5.15,77.78,51.66,Danger,1
21.75,34.28,93.18,6.74,255.41,0.139,-12.54,46.84,0.658,0.861,2.75,22.66,72.77,Danger,1
22.98,30.1,94.41,6.04,569.29,0.512,-7.11,39.34,1.364,0.488,6.12,44.94,46.5,Danger,1
25.82,27.31,40.92,8.22,802.76,0.137,-1.49,28.2,0.822,0.863,8.63,38.74,70.25,Warning,1
37.64,15.08,49.42,7.67,341.78,0.272,22.56,13.87,0.265,0.728,3.68,59.16,60.55,Danger,1
21.99,30.89,75.94,7.73,95.25,0.844,-8.9,38.04,0.326,0.156,1.02,38.79,53.71,Danger,1
34.83,25.82,80.88,6.62,190.96,0.497,9.01,30.66,0.781,0.503,2.05,61.9,51.79,Danger,1
22.96,36.72,84.43,6.24,902.37,0.798,-13.76,49.87,1.158,0.202,9.7,58.52,41.12,Danger,1
33.37,35.22,64.13,7.96,940.25,0.101,-1.86,43.23,0.558,0.899,10.11,56.3,69.92,Warning,0
19.59,43.34,58.94,8.03,860.47,0.991,-23.75,56.38,0.626,0.009,9.25,63.8,32.22,Danger,1
35.59,41.62,33.18,8.26,362.88,0.649,-6.03,46.39,0.862,0.351,3.9,80.07,41.03,Danger,1
23.71,19.06,37.6,6.31,652.46,0.351,4.66,17.79,1.09,0.649,7.02,28.09,53.71,Danger,1
33.22,35.61,65.05,8.8,394.28,0.836,-2.38,44.04,1.405,0.164,4.24,94.7,27.45,Danger,1
34.28,44.65,85.03,7.74,641.18,0.353,-10.38,66.95,0.339,0.647,6.89,66.26,61.4,Warning,1
34.95,44.95,62.01,6.18,609.56,0.119,-10.0,60.42,1.216,0.881,6.55,50.72,53.87,Danger,1
25.23,36.93,41.95,6.5,46.0,0.873,-11.7,41.55,0.903,0.127,0.49,39.62,43.65,Danger,1
18.88,15.85,66.31,6.85,610.45,0.435,3.03,15.78,0.552,0.565,6.56,30.51,56.25,Warning,1
24.33,35.37,33.51,8.87,1003.31,0.739,-11.04,37.7,1.468,0.261,10.79,78.82,35.38,Danger,1
22.84,39.38,77.86,6.67,461.59,0.463,-16.54,53.63,0.734,0.537,4.96,32.37,61.21,Danger,1
33.04,34.3,72.24,6.81,380.26,0.046,-1.25,43.14,0.589,0.954,4.09,38.26,77.62,Warning,1
27.53,28.15,45.95,6.63,601.34,0.233,-0.62,29.91,0.772,0.767,6.47,32.81,75.09,Danger,1
34.89,26.29,54.72,7.29,833.79,0.321,8.59,28.45,0.106,0.679,8.97,63.42,67.12,Warning,1
38.67,34.83,58.06,8.24,468.43,0.414,3.84,41.46,0.843,0.586,5.04,81.75,37.79,Danger,1
24.99,18.13,56.97,6.37,419.88,0.557,6.86,18.03,1.028,0.443,4.51,34.28,52.42,Danger,1
18.8,33.64,59.75,6.06,255.29,0.118,-14.85,39.89,1.339,0.882,2.75,10.23,54.0,Danger,1
24.04,27.04,64.39,6.0,165.59,0.094,-3.0,30.61,1.397,0.906,1.78,7.43,69.17,Danger,1
25.24,31.45,44.42,6.07,963.02,0.108,-6.21,34.18,1.327,0.892,10.36,28.76,65.6,Danger,1
21.22,44.44,70.15,7.83,1009.39,0.088,-23.21,61.89,0.431,0.912,10.85,26.09,75.06,Normal,0
22.49,33.69,57.31,7.15,952.66,0.149,-11.2,39.54,0.248,0.851,10.24,26.46,79.08,Normal,0
26.34,34.46,92.91,6.17,944.09,0.568,-8.12,47.14,1.227,0.432,10.15,61.49,45.8,Danger,1
21.28,31.0,73.78,7.37,158.55,0.244,-9.72,37.9,0.031,0.756,1.7,15.06,79.86,Normal,0
18.76,36.27,94.96,6.02,164.75,0.674,-17.51,51.08,1.378,0.326,1.77,42.99,29.36,Danger,1
30.98,35.52,68.23,7.1,713.32,0.594,-4.54,44.5,0.304,0.406,7.67,60.04,67.13,Warning,1
30.39,41.46,73.34,7.42,328.98,0.086,-11.07,56.66,0.015,0.914,3.54,31.35,85.24,Normal,0
18.25,44.6,44.46,8.44,172.52,0.284,-26.35,54.31,1.045,0.716,1.86,31.17,51.0,Warning,1
25.14,38.95,92.25,8.63,157.11,0.777,-13.81,56.09,1.226,0.223,1.69,69.63,39.08,Danger,1
38.09,30.54,51.86,6.47,12.08,0.248,7.56,34.0,0.929,0.752,0.13,52.46,47.94,Danger,1
35.54,44.09,36.55,7.78,263.06,0.543,-8.55,51.08,0.377,0.457,2.83,61.99,57.47,Danger,1
24.24,32.22,41.92,7.41,665.78,0.128,-7.98,34.85,0.007,0.872,7.16,20.15,87.91,Normal,0
29.13,39.59,72.5,8.13,732.6,0.875,-10.46,52.78,0.73,0.125,7.88,75.64,40.96,Danger,1
24.12,17.99,69.41,6.2,246.84,0.061,6.14,18.7,1.201,0.939,2.65,8.1,68.62,Danger,1
21.53,33.31,81.41,8.47,316.66,0.549,-11.78,43.01,1.066,0.451,3.4,51.11,45.21,Warning,1
28.4,34.65,43.66,8.94,100.34,0.829,-6.25,38.57,1.538,0.171,1.08,76.98,34.4,Danger,1
23.39,37.37,35.49,8.32,603.55,0.111,-13.98,40.84,0.923,0.889,6.49,30.49,71.3,Warning,1
34.52,23.79,87.8,8.29,714.25,0.279,10.73,28.3,0.886,0.721,7.68,79.12,57.15,Warning,1
38.86,17.75,51.2,6.7,402.29,0.742,21.11,17.17,0.696,0.258,4.33,82.92,23.74,Danger,1
30.56,24.42,39.18,6.8,879.45,0.602,6.13,24.37,0.599,0.398,9.46,62.68,60.32,Warning,1
35.38,16.93,46.5,6.69,1008.03,0.706,18.44,15.89,0.71,0.294,10.84,84.06,47.32,Danger,1
18.11,20.53,71.31,7.14,945.54,0.765,-2.42,22.2,0.261,0.235,10.17,51.58,44.0,Warning,1
34.49,44.26,59.96,7.93,939.79,0.249,-9.77,58.44,0.528,0.751,10.11,64.82,63.93,Warning,1
20.15,34.45,80.88,7.84,506.93,0.617,-14.31,44.96,0.444,0.383,5.45,42.13,51.32,Warning,1
22.74,23.1,68.86,7.33,250.1,0.883,-0.35,25.5,0.074,0.117,2.69,40.69,60.92,Danger,1
27.81,27.29,41.83,8.19,458.77,0.016,0.52,28.28,0.795,0.984,4.93,31.83,84.6,Warning,1
35.95,36.71,86.49,8.72,345.25,0.611,-0.76,50.26,1.32,0.389,3.71,98.96,33.41,Danger,1
23.88,21.66,37.4,7.98,798.88,0.761,2.22,20.85,0.578,0.239,8.59,52.07,52.81,Warning,1
22.52,28.61,65.54,8.76,894.94,0.916,-6.09,33.05,1.357,0.084,9.62,79.82,19.09,Danger,1
39.22,28.96,33.09,6.25,399.25,0.258,10.26,29.32,1.149,0.742,4.29,64.56,38.82,Danger,1
38.97,20.86,92.36,8.28,655.69,0.676,18.11,24.36,0.883,0.324,7.05,100.0,21.88,Danger,1
32.22,20.6,90.95,6.91,261.06,0.711,11.62,23.86,0.495,0.289,2.81,69.2,56.53,Warning,1
27.93,33.97,40.37,8.02,276.83,0.273,-6.04,37.02,0.62,0.727,2.98,34.15,77.0,Warning,1
25.31,24.94,59.52,6.57,197.45,0.542,0.37,27.12,0.829,0.458,2.12,29.85,59.74,Danger,1
33.16,43.32,57.74,8.7,100.58,0.043,-10.16,55.98,1.303,0.957,1.08,53.93,68.44,Danger,1
34.74,40.29,33.69,8.33,385.2,0.303,-5.55,44.59,0.931,0.697,4.14,65.91,56.83,Warning,1
39.91,16.91,83.76,7.92,751.99,0.712,23.0,18.22,0.518,0.288,8.09,100.0,30.94,Danger,1
22.04,15.02,68.9,7.06,126.63,0.186,7.02,14.9,0.338,0.814,1.36,10.17,72.07,Normal,0
19.55,16.71,89.54,6.94,1004.82,0.964,2.84,18.32,0.464,0.036,10.8,69.95,33.68,Danger,1
33.73,33.02,74.89,6.29,192.9,0.077,0.7,41.43,1.111,0.923,2.07,38.84,64.67,Danger,1
39.71,35.16,76.2,8.95,693.61,0.04,4.55,45.37,1.554,0.96,7.46,95.58,35.6,Danger,1
26.02,15.13,62.97,8.81,263.25,0.492,10.89,14.7,1.411,0.508,2.83,56.67,46.36,Danger,1
19.27,17.42,77.26,8.59,146.59,0.288,1.85,18.48,1.192,0.712,1.58,38.12,46.38,Danger,1
18.59,31.6,75.49,7.94,396.98,0.555,-13.01,39.14,0.544,0.445,4.27,37.08,50.6,Warning,1
21.39,42.95,79.5,8.77,937.76,0.649,-21.56,61.47,1.368,0.351,10.08,75.1,33.77,Danger,1
27.17,15.11,34.07,6.33,97.55,0.352,12.06,13.03,1.072,0.648,1.05,25.67,69.77,Danger,1
35.39,32.71,39.52,8.24,362.96,0.013,2.69,35.14,0.844,0.987,3.9,53.6,66.82,Danger,1
25.27,23.23,82.77,8.28,711.55,0.139,2.05,26.99,0.88,0.861,7.65,43.06,69.38,Warning,1
32.9,20.85,72.13,7.45,449.46,0.112,12.05,22.69,0.051,0.888,4.83,41.91,84.01,Warning,0
20.2,19.93,38.62,8.86,291.42,0.355,0.27,18.89,1.462,0.645,3.13,47.03,40.46,Danger,1
37.76,31.89,89.75,6.9,117.48,0.556,5.87,41.83,0.5,0.444,1.26,75.93,45.4,Danger,1
35.64,41.38,60.72,8.91,565.73,0.271,-5.74,53.22,1.514,0.729,6.08,85.78,42.96,Danger,1
18.82,39.12,36.59,6.93,578.32,0.043,-20.3,43.58,0.474,0.957,6.22,14.16,66.31,Normal,1
33.31,17.15,61.01,7.02,233.33,0.189,16.16,17.08,0.384,0.811,2.51,40.51,76.79,Warning,0
38.93,19.21,92.38,7.78,656.42,0.71,19.73,21.97,0.384,0.29,7.06,98.51,31.18,Danger,1
36.04,29.5,64.67,6.97,107.68,0.665,6.53,34.28,0.429,0.335,1.16,65.01,49.96,Danger,1
24.06,17.83,42.4,7.92,642.93,0.421,6.24,16.68,0.516,0.579,6.91,33.77,61.92,Warning,0
27.53,25.58,76.83,7.74,502.87,0.487,1.95,29.87,0.337,0.513,5.41,44.31,74.82,Warning,0
34.64,29.91,61.15,6.08,964.19,0.319,4.73,34.4,1.321,0.681,10.37,65.42,49.43,Danger,1
39.99,36.56,33.08,6.19,26.09,0.6,3.43,39.22,1.214,0.4,0.28,72.51,22.11,Danger,1
38.53,43.11,65.49,7.85,298.61,0.064,-4.57,57.8,0.45,0.936,3.21,53.83,57.51,Danger,1
20.24,17.57,50.23,6.04,444.02,0.708,2.67,16.89,1.363,0.292,4.77,37.86,32.71,Danger,1
